     Time	   ECG1	   ECG2
[09:56:16.648]	  0.245	  0.285
[09:56:16.656]	  0.245	  0.275
[09:56:16.664]	  0.235	  0.275
[09:56:16.672]	  0.225	  0.275
[09:56:16.680]	  0.225	  0.265
[09:56:16.688]	  0.225	  0.255
[09:56:16.695]	  0.215	  0.255
[09:56:16.703]	  0.205	  0.255
[09:56:16.711]	  0.195	  0.255
[09:56:16.719]	  0.195	  0.235
[09:56:16.727]	  0.185	  0.235
[09:56:16.734]	  0.185	  0.235
[09:56:16.742]	  0.175	  0.225
[09:56:16.750]	  0.175	  0.225
[09:56:16.758]	  0.165	  0.215
[09:56:16.766]	  0.155	  0.215
[09:56:16.773]	  0.155	  0.205
[09:56:16.781]	  0.145	  0.205
[09:56:16.789]	  0.145	  0.195
[09:56:16.797]	  0.135	  0.195
[09:56:16.805]	  0.135	  0.185
[09:56:16.813]	  0.125	  0.185
[09:56:16.820]	  0.115	  0.175
[09:56:16.828]	  0.115	  0.175
[09:56:16.836]	  0.105	  0.165
[09:56:16.844]	  0.095	  0.155
[09:56:16.852]	  0.075	  0.135
[09:56:16.859]	  0.045	  0.025
[09:56:16.867]	 -0.535	 -0.555
[09:56:16.875]	 -0.615	 -0.525
[09:56:16.883]	 -0.595	 -0.515
[09:56:16.891]	 -0.585	 -0.515
[09:56:16.898]	 -0.585	 -0.505
[09:56:16.906]	 -0.585	 -0.505
[09:56:16.914]	 -0.585	 -0.505
[09:56:16.922]	 -0.565	 -0.495
[09:56:16.930]	 -0.565	 -0.485
[09:56:16.938]	 -0.555	 -0.475
[09:56:16.945]	 -0.555	 -0.465
[09:56:16.953]	 -0.535	 -0.455
[09:56:16.961]	 -0.535	 -0.455
[09:56:16.969]	 -0.525	 -0.455
[09:56:16.977]	 -0.525	 -0.435
[09:56:16.984]	 -0.515	 -0.435
[09:56:16.992]	 -0.515	 -0.425
[09:56:17.000]	 -0.495	 -0.415
[09:56:17.008]	 -0.495	 -0.415
[09:56:17.016]	 -0.485	 -0.405
[09:56:17.023]	 -0.475	 -0.395
[09:56:17.031]	 -0.465	 -0.395
[09:56:17.039]	 -0.465	 -0.385
[09:56:17.047]	 -0.455	 -0.385
[09:56:17.055]	 -0.455	 -0.375
[09:56:17.063]	 -0.445	 -0.365
[09:56:17.070]	 -0.435	 -0.355
[09:56:17.078]	 -0.435	 -0.355
[09:56:17.086]	 -0.425	 -0.355
[09:56:17.094]	 -0.415	 -0.345
[09:56:17.102]	 -0.415	 -0.335
[09:56:17.109]	 -0.405	 -0.335
[09:56:17.117]	 -0.405	 -0.315
[09:56:17.125]	 -0.395	 -0.325
[09:56:17.133]	 -0.385	 -0.315
[09:56:17.141]	 -0.375	 -0.305
[09:56:17.148]	 -0.375	 -0.295
[09:56:17.156]	 -0.365	 -0.295
[09:56:17.164]	 -0.355	 -0.295
[09:56:17.172]	 -0.355	 -0.295
[09:56:17.180]	 -0.345	 -0.285
[09:56:17.188]	 -0.345	 -0.275
[09:56:17.195]	 -0.335	 -0.265
[09:56:17.203]	 -0.325	 -0.265
[09:56:17.211]	 -0.315	 -0.255
[09:56:17.219]	 -0.315	 -0.255
[09:56:17.227]	 -0.305	 -0.245
[09:56:17.234]	 -0.295	 -0.245
[09:56:17.242]	 -0.295	 -0.235
[09:56:17.250]	 -0.285	 -0.235
[09:56:17.258]	 -0.285	 -0.235
[09:56:17.266]	 -0.275	 -0.215
[09:56:17.273]	 -0.275	 -0.215
[09:56:17.281]	 -0.255	 -0.215
[09:56:17.289]	 -0.255	 -0.215
[09:56:17.297]	 -0.245	 -0.195
[09:56:17.305]	 -0.245	 -0.195
[09:56:17.313]	 -0.245	 -0.195
[09:56:17.320]	 -0.235	 -0.185
[09:56:17.328]	 -0.225	 -0.175
[09:56:17.336]	 -0.215	 -0.165
[09:56:17.344]	 -0.205	 -0.155
[09:56:17.352]	 -0.195	 -0.145
[09:56:17.359]	 -0.165	 -0.145
[09:56:17.367]	  0.145	  0.535
[09:56:17.375]	  0.485	  0.525
[09:56:17.383]	  0.465	  0.515
[09:56:17.391]	  0.455	  0.515
[09:56:17.398]	  0.445	  0.505
[09:56:17.406]	  0.445	  0.495
[09:56:17.414]	  0.435	  0.495
[09:56:17.422]	  0.435	  0.495
[09:56:17.430]	  0.425	  0.485
[09:56:17.438]	  0.425	  0.475
[09:56:17.445]	  0.415	  0.475
[09:56:17.453]	  0.415	  0.455
[09:56:17.461]	  0.395	  0.455
[09:56:17.469]	  0.395	  0.445
[09:56:17.477]	  0.385	  0.435
[09:56:17.484]	  0.375	  0.435
[09:56:17.492]	  0.375	  0.425
[09:56:17.500]	  0.375	  0.415
[09:56:17.508]	  0.375	  0.415
[09:56:17.516]	  0.355	  0.405
[09:56:17.523]	  0.355	  0.405
[09:56:17.531]	  0.355	  0.395
[09:56:17.539]	  0.345	  0.395
[09:56:17.547]	  0.345	  0.385
[09:56:17.555]	  0.335	  0.375
[09:56:17.563]	  0.335	  0.375
[09:56:17.570]	  0.315	  0.375
[09:56:17.578]	  0.315	  0.355
[09:56:17.586]	  0.305	  0.355
[09:56:17.594]	  0.315	  0.355
[09:56:17.602]	  0.305	  0.345
[09:56:17.609]	  0.295	  0.345
[09:56:17.617]	  0.295	  0.335
[09:56:17.625]	  0.295	  0.325
[09:56:17.633]	  0.285	  0.325
[09:56:17.641]	  0.285	  0.315
[09:56:17.648]	  0.265	  0.315
[09:56:17.656]	  0.265	  0.315
[09:56:17.664]	  0.265	  0.305
[09:56:17.672]	  0.255	  0.295
[09:56:17.680]	  0.245	  0.295
[09:56:17.688]	  0.245	  0.295
[09:56:17.695]	  0.245	  0.295
[09:56:17.703]	  0.235	  0.275
[09:56:17.711]	  0.225	  0.275
[09:56:17.719]	  0.225	  0.265
[09:56:17.727]	  0.215	  0.275
[09:56:17.734]	  0.215	  0.265
[09:56:17.742]	  0.205	  0.255
[09:56:17.750]	  0.205	  0.255
[09:56:17.758]	  0.205	  0.255
[09:56:17.766]	  0.185	  0.255
[09:56:17.773]	  0.175	  0.245
[09:56:17.781]	  0.185	  0.235
[09:56:17.789]	  0.175	  0.235
[09:56:17.797]	  0.175	  0.225
[09:56:17.805]	  0.155	  0.225
[09:56:17.813]	  0.155	  0.215
[09:56:17.820]	  0.145	  0.205
[09:56:17.828]	  0.145	  0.205
[09:56:17.836]	  0.135	  0.195
[09:56:17.844]	  0.125	  0.185
[09:56:17.852]	  0.105	  0.165
[09:56:17.859]	  0.075	 -0.015
[09:56:17.867]	 -0.515	 -0.535
[09:56:17.875]	 -0.575	 -0.505
[09:56:17.883]	 -0.565	 -0.485
[09:56:17.891]	 -0.555	 -0.485
[09:56:17.898]	 -0.555	 -0.485
[09:56:17.906]	 -0.545	 -0.475
[09:56:17.914]	 -0.535	 -0.475
[09:56:17.922]	 -0.535	 -0.465
[09:56:17.930]	 -0.535	 -0.455
[09:56:17.938]	 -0.515	 -0.445
[09:56:17.945]	 -0.515	 -0.445
[09:56:17.953]	 -0.505	 -0.435
[09:56:17.961]	 -0.505	 -0.425
[09:56:17.969]	 -0.485	 -0.415
[09:56:17.977]	 -0.485	 -0.415
[09:56:17.984]	 -0.475	 -0.405
[09:56:17.992]	 -0.465	 -0.405
[09:56:18.000]	 -0.455	 -0.395
[09:56:18.008]	 -0.455	 -0.385
[09:56:18.016]	 -0.445	 -0.385
[09:56:18.023]	 -0.445	 -0.375
[09:56:18.031]	 -0.425	 -0.375
[09:56:18.039]	 -0.425	 -0.365
[09:56:18.047]	 -0.415	 -0.355
[09:56:18.055]	 -0.415	 -0.345
[09:56:18.063]	 -0.405	 -0.345
[09:56:18.070]	 -0.395	 -0.345
[09:56:18.078]	 -0.395	 -0.335
[09:56:18.086]	 -0.385	 -0.335
[09:56:18.094]	 -0.385	 -0.315
[09:56:18.102]	 -0.375	 -0.315
[09:56:18.109]	 -0.365	 -0.315
[09:56:18.117]	 -0.365	 -0.305
[09:56:18.125]	 -0.355	 -0.305
[09:56:18.133]	 -0.345	 -0.285
[09:56:18.141]	 -0.345	 -0.285
[09:56:18.148]	 -0.335	 -0.295
[09:56:18.156]	 -0.325	 -0.285
[09:56:18.164]	 -0.325	 -0.275
[09:56:18.172]	 -0.325	 -0.265
[09:56:18.180]	 -0.305	 -0.255
[09:56:18.188]	 -0.305	 -0.265
[09:56:18.195]	 -0.295	 -0.255
[09:56:18.203]	 -0.285	 -0.245
[09:56:18.211]	 -0.285	 -0.245
[09:56:18.219]	 -0.275	 -0.235
[09:56:18.227]	 -0.275	 -0.235
[09:56:18.234]	 -0.265	 -0.225
[09:56:18.242]	 -0.255	 -0.225
[09:56:18.250]	 -0.245	 -0.215
[09:56:18.258]	 -0.245	 -0.205
[09:56:18.266]	 -0.235	 -0.205
[09:56:18.273]	 -0.235	 -0.205
[09:56:18.281]	 -0.225	 -0.195
[09:56:18.289]	 -0.225	 -0.195
[09:56:18.297]	 -0.215	 -0.185
[09:56:18.305]	 -0.215	 -0.185
[09:56:18.313]	 -0.205	 -0.175
[09:56:18.320]	 -0.195	 -0.175
[09:56:18.328]	 -0.185	 -0.165
[09:56:18.336]	 -0.175	 -0.155
[09:56:18.344]	 -0.165	 -0.145
[09:56:18.352]	 -0.135	 -0.125
[09:56:18.359]	 -0.115	  0.135
[09:56:18.367]	  0.485	  0.565
[09:56:18.375]	  0.535	  0.535
[09:56:18.383]	  0.525	  0.525
[09:56:18.391]	  0.515	  0.515
[09:56:18.398]	  0.505	  0.505
[09:56:18.406]	  0.505	  0.505
[09:56:18.414]	  0.495	  0.495
[09:56:18.422]	  0.485	  0.495
[09:56:18.430]	  0.485	  0.485
[09:56:18.438]	  0.485	  0.475
[09:56:18.445]	  0.475	  0.475
[09:56:18.453]	  0.475	  0.465
[09:56:18.461]	  0.465	  0.455
[09:56:18.469]	  0.455	  0.445
[09:56:18.477]	  0.455	  0.445
[09:56:18.484]	  0.445	  0.435
[09:56:18.492]	  0.435	  0.435
[09:56:18.500]	  0.435	  0.425
[09:56:18.508]	  0.425	  0.415
[09:56:18.516]	  0.425	  0.405
[09:56:18.523]	  0.415	  0.405
[09:56:18.531]	  0.415	  0.395
[09:56:18.539]	  0.405	  0.385
[09:56:18.547]	  0.395	  0.385
[09:56:18.555]	  0.385	  0.375
[09:56:18.563]	  0.385	  0.375
[09:56:18.570]	  0.375	  0.365
[09:56:18.578]	  0.375	  0.365
[09:56:18.586]	  0.365	  0.355
[09:56:18.594]	  0.375	  0.345
[09:56:18.602]	  0.365	  0.345
[09:56:18.609]	  0.355	  0.345
[09:56:18.617]	  0.345	  0.335
[09:56:18.625]	  0.345	  0.325
[09:56:18.633]	  0.335	  0.315
[09:56:18.641]	  0.335	  0.315
[09:56:18.648]	  0.325	  0.315
[09:56:18.656]	  0.315	  0.305
[09:56:18.664]	  0.315	  0.295
[09:56:18.672]	  0.315	  0.295
[09:56:18.680]	  0.305	  0.295
[09:56:18.688]	  0.295	  0.285
[09:56:18.695]	  0.295	  0.275
[09:56:18.703]	  0.295	  0.275
[09:56:18.711]	  0.285	  0.265
[09:56:18.719]	  0.275	  0.265
[09:56:18.727]	  0.275	  0.255
[09:56:18.734]	  0.265	  0.255
[09:56:18.742]	  0.265	  0.255
[09:56:18.750]	  0.265	  0.245
[09:56:18.758]	  0.245	  0.235
[09:56:18.766]	  0.245	  0.235
[09:56:18.773]	  0.245	  0.225
[09:56:18.781]	  0.245	  0.235
[09:56:18.789]	  0.235	  0.215
[09:56:18.797]	  0.225	  0.215
[09:56:18.805]	  0.215	  0.205
[09:56:18.813]	  0.215	  0.205
[09:56:18.820]	  0.205	  0.195
[09:56:18.828]	  0.205	  0.185
[09:56:18.836]	  0.185	  0.175
[09:56:18.844]	  0.185	  0.165
[09:56:18.852]	  0.165	  0.155
[09:56:18.859]	  0.145	  0.115
[09:56:18.867]	 -0.425	 -0.545
[09:56:18.875]	 -0.535	 -0.515
[09:56:18.883]	 -0.505	 -0.515
[09:56:18.891]	 -0.505	 -0.505
[09:56:18.898]	 -0.495	 -0.505
[09:56:18.906]	 -0.485	 -0.495
[09:56:18.914]	 -0.485	 -0.485
[09:56:18.922]	 -0.465	 -0.485
[09:56:18.930]	 -0.465	 -0.485
[09:56:18.938]	 -0.455	 -0.475
[09:56:18.945]	 -0.455	 -0.455
[09:56:18.953]	 -0.445	 -0.455
[09:56:18.961]	 -0.435	 -0.445
[09:56:18.969]	 -0.425	 -0.445
[09:56:18.977]	 -0.415	 -0.435
[09:56:18.984]	 -0.415	 -0.435
[09:56:18.992]	 -0.405	 -0.425
[09:56:19.000]	 -0.395	 -0.415
[09:56:19.008]	 -0.385	 -0.405
[09:56:19.016]	 -0.385	 -0.405
[09:56:19.023]	 -0.375	 -0.405
[09:56:19.031]	 -0.365	 -0.395
[09:56:19.039]	 -0.365	 -0.385
[09:56:19.047]	 -0.355	 -0.375
[09:56:19.055]	 -0.355	 -0.375
[09:56:19.063]	 -0.335	 -0.365
[09:56:19.070]	 -0.335	 -0.365
[09:56:19.078]	 -0.325	 -0.355
[09:56:19.086]	 -0.325	 -0.355
[09:56:19.094]	 -0.305	 -0.355
[09:56:19.102]	 -0.305	 -0.345
[09:56:19.109]	 -0.305	 -0.335
[09:56:19.117]	 -0.305	 -0.335
[09:56:19.125]	 -0.285	 -0.335
[09:56:19.133]	 -0.275	 -0.325
[09:56:19.141]	 -0.275	 -0.315
[09:56:19.148]	 -0.265	 -0.315
[09:56:19.156]	 -0.255	 -0.315
[09:56:19.164]	 -0.255	 -0.305
[09:56:19.172]	 -0.245	 -0.305
[09:56:19.180]	 -0.245	 -0.295
[09:56:19.188]	 -0.225	 -0.295
[09:56:19.195]	 -0.225	 -0.285
[09:56:19.203]	 -0.225	 -0.285
[09:56:19.211]	 -0.215	 -0.285
[09:56:19.219]	 -0.205	 -0.275
[09:56:19.227]	 -0.205	 -0.275
[09:56:19.234]	 -0.195	 -0.265
[09:56:19.242]	 -0.195	 -0.265
[09:56:19.250]	 -0.175	 -0.265
[09:56:19.258]	 -0.175	 -0.255
[09:56:19.266]	 -0.165	 -0.245
[09:56:19.273]	 -0.165	 -0.245
[09:56:19.281]	 -0.155	 -0.235
[09:56:19.289]	 -0.145	 -0.235
[09:56:19.297]	 -0.135	 -0.225
[09:56:19.305]	 -0.135	 -0.225
[09:56:19.313]	 -0.125	 -0.215
[09:56:19.320]	 -0.125	 -0.205
[09:56:19.328]	 -0.115	 -0.215
[09:56:19.336]	 -0.105	 -0.205
[09:56:19.344]	 -0.095	 -0.185
[09:56:19.352]	 -0.075	 -0.175
[09:56:19.359]	 -0.045	 -0.025
[09:56:19.367]	  0.515	  0.515
[09:56:19.375]	  0.595	  0.485
[09:56:19.383]	  0.575	  0.475
[09:56:19.391]	  0.575	  0.465
[09:56:19.398]	  0.565	  0.465
[09:56:19.406]	  0.565	  0.455
[09:56:19.414]	  0.565	  0.445
[09:56:19.422]	  0.555	  0.445
[09:56:19.430]	  0.545	  0.445
[09:56:19.438]	  0.545	  0.425
[09:56:19.445]	  0.545	  0.415
[09:56:19.453]	  0.535	  0.415
[09:56:19.461]	  0.525	  0.405
[09:56:19.469]	  0.525	  0.395
[09:56:19.477]	  0.505	  0.395
[09:56:19.484]	  0.505	  0.385
[09:56:19.492]	  0.495	  0.375
[09:56:19.500]	  0.495	  0.365
[09:56:19.508]	  0.485	  0.365
[09:56:19.516]	  0.475	  0.355
[09:56:19.523]	  0.465	  0.345
[09:56:19.531]	  0.465	  0.345
[09:56:19.539]	  0.465	  0.335
[09:56:19.547]	  0.455	  0.325
[09:56:19.555]	  0.445	  0.325
[09:56:19.563]	  0.445	  0.315
[09:56:19.570]	  0.435	  0.305
[09:56:19.578]	  0.435	  0.305
[09:56:19.586]	  0.425	  0.295
[09:56:19.594]	  0.425	  0.295
[09:56:19.602]	  0.415	  0.285
[09:56:19.609]	  0.405	  0.285
[09:56:19.617]	  0.405	  0.265
[09:56:19.625]	  0.405	  0.265
[09:56:19.633]	  0.395	  0.265
[09:56:19.641]	  0.385	  0.255
[09:56:19.648]	  0.375	  0.255
[09:56:19.656]	  0.375	  0.245
[09:56:19.664]	  0.375	  0.235
[09:56:19.672]	  0.365	  0.235
[09:56:19.680]	  0.355	  0.235
[09:56:19.688]	  0.355	  0.225
[09:56:19.695]	  0.355	  0.215
[09:56:19.703]	  0.345	  0.215
[09:56:19.711]	  0.335	  0.205
[09:56:19.719]	  0.335	  0.205
[09:56:19.727]	  0.325	  0.205
[09:56:19.734]	  0.315	  0.195
[09:56:19.742]	  0.315	  0.185
[09:56:19.750]	  0.315	  0.185
[09:56:19.758]	  0.305	  0.185
[09:56:19.766]	  0.305	  0.175
[09:56:19.773]	  0.295	  0.165
[09:56:19.781]	  0.295	  0.165
[09:56:19.789]	  0.285	  0.155
[09:56:19.797]	  0.275	  0.155
[09:56:19.805]	  0.265	  0.145
[09:56:19.813]	  0.265	  0.145
[09:56:19.820]	  0.265	  0.135
[09:56:19.828]	  0.255	  0.125
[09:56:19.836]	  0.245	  0.125
[09:56:19.844]	  0.235	  0.105
[09:56:19.852]	  0.215	  0.095
[09:56:19.859]	  0.195	 -0.135
[09:56:19.867]	 -0.415	 -0.615
[09:56:19.875]	 -0.455	 -0.575
[09:56:19.883]	 -0.435	 -0.565
[09:56:19.891]	 -0.425	 -0.565
[09:56:19.898]	 -0.415	 -0.565
[09:56:19.906]	 -0.405	 -0.565
[09:56:19.914]	 -0.405	 -0.555
[09:56:19.922]	 -0.395	 -0.545
[09:56:19.930]	 -0.385	 -0.545
[09:56:19.938]	 -0.375	 -0.535
[09:56:19.945]	 -0.365	 -0.525
[09:56:19.953]	 -0.355	 -0.515
[09:56:19.961]	 -0.345	 -0.515
[09:56:19.969]	 -0.335	 -0.515
[09:56:19.977]	 -0.325	 -0.505
[09:56:19.984]	 -0.315	 -0.495
[09:56:19.992]	 -0.305	 -0.485
[09:56:20.000]	 -0.295	 -0.485
[09:56:20.008]	 -0.285	 -0.485
[09:56:20.016]	 -0.275	 -0.475
[09:56:20.023]	 -0.265	 -0.465
[09:56:20.031]	 -0.255	 -0.465
[09:56:20.039]	 -0.255	 -0.455
[09:56:20.047]	 -0.235	 -0.455
[09:56:20.055]	 -0.225	 -0.445
[09:56:20.063]	 -0.215	 -0.445
[09:56:20.070]	 -0.205	 -0.435
[09:56:20.078]	 -0.195	 -0.425
[09:56:20.086]	 -0.185	 -0.425
[09:56:20.094]	 -0.175	 -0.425
[09:56:20.102]	 -0.165	 -0.415
[09:56:20.109]	 -0.155	 -0.405
[09:56:20.117]	 -0.155	 -0.405
[09:56:20.125]	 -0.145	 -0.395
[09:56:20.133]	 -0.135	 -0.395
[09:56:20.141]	 -0.125	 -0.385
[09:56:20.148]	 -0.115	 -0.385
[09:56:20.156]	 -0.105	 -0.385
[09:56:20.164]	 -0.095	 -0.375
[09:56:20.172]	 -0.085	 -0.365
[09:56:20.180]	 -0.085	 -0.365
[09:56:20.188]	 -0.075	 -0.365
[09:56:20.195]	 -0.065	 -0.355
[09:56:20.203]	 -0.065	 -0.355
[09:56:20.211]	 -0.075	 -0.345
[09:56:20.219]	 -0.065	 -0.345
[09:56:20.227]	 -0.055	 -0.345
[09:56:20.234]	 -0.055	 -0.335
[09:56:20.242]	 -0.055	 -0.335
[09:56:20.250]	 -0.045	 -0.335
[09:56:20.258]	 -0.035	 -0.325
[09:56:20.266]	 -0.035	 -0.325
[09:56:20.273]	 -0.035	 -0.315
[09:56:20.281]	 -0.025	 -0.315
[09:56:20.289]	 -0.015	 -0.315
[09:56:20.297]	 -0.005	 -0.305
[09:56:20.305]	 -0.005	 -0.295
[09:56:20.313]	  0.005	 -0.305
[09:56:20.320]	  0.015	 -0.295
[09:56:20.328]	  0.015	 -0.285
[09:56:20.336]	  0.015	 -0.285
[09:56:20.344]	  0.035	 -0.265
[09:56:20.352]	  0.045	 -0.255
[09:56:20.359]	  0.055	  0.165
[09:56:20.367]	  0.555	  0.425
[09:56:20.375]	  0.555	  0.405
[09:56:20.383]	  0.545	  0.395
[09:56:20.391]	  0.545	  0.385
[09:56:20.398]	  0.545	  0.375
[09:56:20.406]	  0.545	  0.365
[09:56:20.414]	  0.535	  0.365
[09:56:20.422]	  0.535	  0.355
[09:56:20.430]	  0.525	  0.345
[09:56:20.438]	  0.535	  0.335
[09:56:20.445]	  0.525	  0.325
[09:56:20.453]	  0.525	  0.325
[09:56:20.461]	  0.515	  0.315
[09:56:20.469]	  0.515	  0.305
[09:56:20.477]	  0.515	  0.295
[09:56:20.484]	  0.515	  0.295
[09:56:20.492]	  0.505	  0.285
[09:56:20.500]	  0.505	  0.275
[09:56:20.508]	  0.505	  0.265
[09:56:20.516]	  0.495	  0.255
[09:56:20.523]	  0.495	  0.245
[09:56:20.531]	  0.495	  0.245
[09:56:20.539]	  0.485	  0.235
[09:56:20.547]	  0.485	  0.225
[09:56:20.555]	  0.475	  0.215
[09:56:20.563]	  0.485	  0.205
[09:56:20.570]	  0.485	  0.205
[09:56:20.578]	  0.485	  0.205
[09:56:20.586]	  0.475	  0.195
[09:56:20.594]	  0.475	  0.185
[09:56:20.602]	  0.475	  0.175
[09:56:20.609]	  0.465	  0.175
[09:56:20.617]	  0.465	  0.165
[09:56:20.625]	  0.465	  0.155
[09:56:20.633]	  0.455	  0.155
[09:56:20.641]	  0.455	  0.145
[09:56:20.648]	  0.455	  0.135
[09:56:20.656]	  0.455	  0.135
[09:56:20.664]	  0.445	  0.125
[09:56:20.672]	  0.445	  0.115
[09:56:20.680]	  0.445	  0.115
[09:56:20.688]	  0.435	  0.105
[09:56:20.695]	  0.435	  0.105
[09:56:20.703]	  0.435	  0.095
[09:56:20.711]	  0.425	  0.085
[09:56:20.719]	  0.425	  0.075
[09:56:20.727]	  0.425	  0.075
[09:56:20.734]	  0.425	  0.075
[09:56:20.742]	  0.405	  0.065
[09:56:20.750]	  0.425	  0.065
[09:56:20.758]	  0.415	  0.055
[09:56:20.766]	  0.415	  0.045
[09:56:20.773]	  0.405	  0.045
[09:56:20.781]	  0.405	  0.025
[09:56:20.789]	  0.405	  0.025
[09:56:20.797]	  0.395	  0.015
[09:56:20.805]	  0.395	  0.015
[09:56:20.813]	  0.395	  0.005
[09:56:20.820]	  0.395	  0.005
[09:56:20.828]	  0.385	 -0.005
[09:56:20.836]	  0.375	 -0.015
[09:56:20.844]	  0.375	 -0.025
[09:56:20.852]	  0.355	 -0.045
[09:56:20.859]	  0.335	 -0.215
[09:56:20.867]	 -0.125	 -0.735
[09:56:20.875]	 -0.165	 -0.715
[09:56:20.883]	 -0.145	 -0.705
[09:56:20.891]	 -0.145	 -0.695
[09:56:20.898]	 -0.145	 -0.695
[09:56:20.906]	 -0.135	 -0.685
[09:56:20.914]	 -0.125	 -0.695
[09:56:20.922]	 -0.125	 -0.685
[09:56:20.930]	 -0.115	 -0.675
[09:56:20.938]	 -0.105	 -0.665
[09:56:20.945]	 -0.105	 -0.655
[09:56:20.953]	 -0.095	 -0.655
[09:56:20.961]	 -0.095	 -0.655
[09:56:20.969]	 -0.075	 -0.645
[09:56:20.977]	 -0.075	 -0.635
[09:56:20.984]	 -0.065	 -0.625
[09:56:20.992]	 -0.065	 -0.625
[09:56:21.000]	 -0.055	 -0.615
[09:56:21.008]	 -0.045	 -0.615
[09:56:21.016]	 -0.045	 -0.605
[09:56:21.023]	 -0.045	 -0.595
[09:56:21.031]	 -0.035	 -0.595
[09:56:21.039]	 -0.025	 -0.595
[09:56:21.047]	 -0.015	 -0.585
[09:56:21.055]	 -0.015	 -0.575
[09:56:21.063]	 -0.005	 -0.565
[09:56:21.070]	 -0.005	 -0.575
[09:56:21.078]	  0.005	 -0.565
[09:56:21.086]	  0.005	 -0.565
[09:56:21.094]	  0.015	 -0.555
[09:56:21.102]	  0.025	 -0.545
[09:56:21.109]	  0.025	 -0.545
[09:56:21.117]	  0.025	 -0.535
[09:56:21.125]	  0.035	 -0.535
[09:56:21.133]	  0.045	 -0.525
[09:56:21.141]	  0.045	 -0.525
[09:56:21.148]	  0.055	 -0.515
[09:56:21.156]	  0.055	 -0.515
[09:56:21.164]	  0.065	 -0.515
[09:56:21.172]	  0.065	 -0.505
[09:56:21.180]	  0.065	 -0.505
[09:56:21.188]	  0.085	 -0.495
[09:56:21.195]	  0.085	 -0.485
[09:56:21.203]	  0.085	 -0.495
[09:56:21.211]	  0.095	 -0.485
[09:56:21.219]	  0.105	 -0.485
[09:56:21.227]	  0.105	 -0.475
[09:56:21.234]	  0.115	 -0.465
[09:56:21.242]	  0.105	 -0.455
[09:56:21.250]	  0.125	 -0.465
[09:56:21.258]	  0.125	 -0.455
[09:56:21.266]	  0.125	 -0.445
[09:56:21.273]	  0.125	 -0.445
[09:56:21.281]	  0.135	 -0.435
[09:56:21.289]	  0.145	 -0.435
[09:56:21.297]	  0.145	 -0.425
[09:56:21.305]	  0.145	 -0.415
[09:56:21.313]	  0.155	 -0.415
[09:56:21.320]	  0.165	 -0.405
[09:56:21.328]	  0.165	 -0.405
[09:56:21.336]	  0.175	 -0.395
[09:56:21.344]	  0.185	 -0.385
[09:56:21.352]	  0.195	 -0.365
[09:56:21.359]	  0.235	 -0.245
[09:56:21.367]	  0.645	  0.325
[09:56:21.375]	  0.715	  0.295
[09:56:21.383]	  0.705	  0.285
[09:56:21.391]	  0.705	  0.285
[09:56:21.398]	  0.695	  0.275
[09:56:21.406]	  0.705	  0.275
[09:56:21.414]	  0.695	  0.265
[09:56:21.422]	  0.685	  0.265
[09:56:21.430]	  0.675	  0.265
[09:56:21.438]	  0.675	  0.245
[09:56:21.445]	  0.665	  0.245
[09:56:21.453]	  0.665	  0.245
[09:56:21.461]	  0.655	  0.245
[09:56:21.469]	  0.645	  0.235
[09:56:21.477]	  0.635	  0.225
[09:56:21.484]	  0.635	  0.225
[09:56:21.492]	  0.625	  0.215
[09:56:21.500]	  0.615	  0.215
[09:56:21.508]	  0.605	  0.205
[09:56:21.516]	  0.595	  0.205
[09:56:21.523]	  0.595	  0.195
[09:56:21.531]	  0.585	  0.195
[09:56:21.539]	  0.575	  0.195
[09:56:21.547]	  0.565	  0.195
[09:56:21.555]	  0.555	  0.185
[09:56:21.563]	  0.555	  0.175
[09:56:21.570]	  0.545	  0.175
[09:56:21.578]	  0.535	  0.175
[09:56:21.586]	  0.525	  0.175
[09:56:21.594]	  0.515	  0.165
[09:56:21.602]	  0.515	  0.155
[09:56:21.609]	  0.505	  0.155
[09:56:21.617]	  0.495	  0.155
[09:56:21.625]	  0.485	  0.155
[09:56:21.633]	  0.475	  0.145
[09:56:21.641]	  0.475	  0.145
[09:56:21.648]	  0.465	  0.135
[09:56:21.656]	  0.455	  0.135
[09:56:21.664]	  0.455	  0.125
[09:56:21.672]	  0.435	  0.125
[09:56:21.680]	  0.435	  0.125
[09:56:21.688]	  0.425	  0.125
[09:56:21.695]	  0.415	  0.115
[09:56:21.703]	  0.405	  0.115
[09:56:21.711]	  0.395	  0.115
[09:56:21.719]	  0.395	  0.125
[09:56:21.727]	  0.385	  0.115
[09:56:21.734]	  0.385	  0.115
[09:56:21.742]	  0.375	  0.115
[09:56:21.750]	  0.365	  0.115
[09:56:21.758]	  0.355	  0.115
[09:56:21.766]	  0.355	  0.115
[09:56:21.773]	  0.345	  0.115
[09:56:21.781]	  0.335	  0.105
[09:56:21.789]	  0.325	  0.105
[09:56:21.797]	  0.315	  0.105
[09:56:21.805]	  0.315	  0.105
[09:56:21.813]	  0.315	  0.105
[09:56:21.820]	  0.305	  0.095
[09:56:21.828]	  0.295	  0.095
[09:56:21.836]	  0.275	  0.085
[09:56:21.844]	  0.265	  0.075
[09:56:21.852]	  0.245	  0.055
[09:56:21.859]	  0.225	 -0.335
[09:56:21.867]	 -0.295	 -0.595
